,coordinates_x1,coordinates_y1,coordinates_x2,coordinates_y2,current_frame,track_id,video_file,bird_distance,bird_Depth,coefs,ref_depth_values,ref_distance_values,ref_choosen_points,ref_circles,ignore
0,1721.9913330078125,315.0848388671875,1738.2071533203125,335.0346984863281,0.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,6892.7978515625,0.04255520552396774,"[array([292.57285], dtype=float32), np.float32(17.660934)]","[[3.803808 ]
 [2.5957735]
 [1.6845285]
 [1.3229724]
 [1.0776019]
 [1.0179288]
 [1.2617441]
 [1.2320604]
 [2.0072477]
 [3.2044065]
 [4.451049 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
1,1728.7738037109375,313.3788757324219,1745.11669921875,333.9227600097656,1.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,6374.6533203125,0.04502415657043457,"[array([286.14487], dtype=float32), np.float32(19.29065)]","[[3.6985946]
 [2.5900123]
 [1.6734489]
 [1.3205683]
 [1.0744442]
 [1.0203557]
 [1.1992404]
 [1.1862433]
 [2.0174701]
 [3.2058802]
 [4.443041 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
2,1737.130859375,311.590087890625,1753.9136962890625,332.5834350585937,2.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([286.19208], dtype=float32), np.float32(19.993683)]","[[3.7192128 ]
 [2.609169  ]
 [1.6695602 ]
 [1.3117946 ]
 [1.0913792 ]
 [0.99701875]
 [1.2084589 ]
 [1.2139058 ]
 [2.029096  ]
 [3.2859092 ]
 [4.4975543 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
3,1742.6309814453125,310.8708190917969,1759.6402587890625,331.5139465332031,3.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([302.62976], dtype=float32), np.float32(17.314484)]","[[3.6942244]
 [2.621994 ]
 [1.7738514]
 [1.4246593]
 [1.2055206]
 [1.0710356]
 [1.2121601]
 [1.1983714]
 [2.0708776]
 [3.3597314]
 [4.51954  ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
4,1749.6905517578125,309.8381652832031,1766.6123046875,329.957763671875,4.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([294.89264], dtype=float32), np.float32(20.330658)]","[[3.708644 ]
 [2.6321669]
 [1.7616506]
 [1.4068224]
 [1.1944847]
 [1.055296 ]
 [1.1936874]
 [1.1756318]
 [2.0961287]
 [3.372811 ]
 [4.5177155]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
5,1757.204345703125,308.50689697265625,1774.25,328.6372375488281,5.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([297.31113], dtype=float32), np.float32(18.830978)]","[[3.6805358]
 [2.629772 ]
 [1.7641966]
 [1.3958298]
 [1.1841301]
 [1.0532295]
 [1.198725 ]
 [1.1930995]
 [2.0934346]
 [3.3447425]
 [4.5184402]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
6,1762.4320068359375,308.2724609375,1778.4835205078125,327.94256591796875,6.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([293.9065], dtype=float32), np.float32(21.148499)]","[[3.7032237]
 [2.6941679]
 [1.8004645]
 [1.3974159]
 [1.1770501]
 [1.0479347]
 [1.1948364]
 [1.187313 ]
 [2.1144278]
 [3.3492146]
 [4.5421424]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
7,1769.0745849609375,307.9501037597656,1784.6500244140625,327.13525390625,7.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([300.52728], dtype=float32), np.float32(19.503906)]","[[3.707368 ]
 [2.7049332]
 [1.8152544]
 [1.4262297]
 [1.1949234]
 [1.0640157]
 [1.2116818]
 [1.2070117]
 [2.138529 ]
 [3.395484 ]
 [4.4980283]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
8,1776.1209716796875,307.9585266113281,1791.6378173828125,326.3555603027344,8.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([297.2376], dtype=float32), np.float32(20.527512)]","[[3.6683686]
 [2.7147026]
 [1.7986362]
 [1.4161279]
 [1.1961436]
 [1.051146 ]
 [1.1995897]
 [1.2004963]
 [2.1494877]
 [3.4087932]
 [4.49091  ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
9,1780.0028076171875,307.23760986328125,1797.09033203125,326.10211181640625,9.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([299.0542], dtype=float32), np.float32(20.53926)]","[[3.6776738]
 [2.7301688]
 [1.8052999]
 [1.4348457]
 [1.2103213]
 [1.0573256]
 [1.1984648]
 [1.2066724]
 [2.1722627]
 [3.4156282]
 [4.5029416]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
10,1785.9788818359375,306.9197998046875,1803.52392578125,325.882568359375,10.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([308.83868], dtype=float32), np.float32(16.561508)]","[[3.6462162]
 [2.7226505]
 [1.8035392]
 [1.4356405]
 [1.2363142]
 [1.0724698]
 [1.2309564]
 [1.2296665]
 [2.1660812]
 [3.3659246]
 [4.4787316]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
11,1792.3458251953125,306.9505920410156,1810.0947265625,326.0406188964844,11.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([311.02115], dtype=float32), np.float32(15.117172)]","[[3.6365263]
 [2.6842558]
 [1.7990298]
 [1.4331695]
 [1.2287127]
 [1.0911642]
 [1.2074485]
 [1.2427033]
 [2.155334 ]
 [3.3647873]
 [4.4788604]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
12,1796.50537109375,307.0209655761719,1814.7523193359373,325.8965759277344,12.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([320.45715], dtype=float32), np.float32(11.81633)]","[[3.6768649]
 [2.69898  ]
 [1.8441687]
 [1.4352112]
 [1.2231784]
 [1.121668 ]
 [1.2131609]
 [1.29148  ]
 [2.162299 ]
 [3.2905731]
 [4.4933796]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
13,1801.804931640625,307.71533203125,1820.18359375,326.1258850097656,13.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([318.2261], dtype=float32), np.float32(11.469223)]","[[3.6593235]
 [2.670752 ]
 [1.824227 ]
 [1.416725 ]
 [1.2038198]
 [1.1210978]
 [1.2161599]
 [1.2742251]
 [2.1096718]
 [3.3026903]
 [4.441521 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
14,1808.9202880859373,309.3621826171875,1825.201171875,325.9455261230469,14.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([319.51773], dtype=float32), np.float32(11.104706)]","[[3.6698713]
 [2.6545577]
 [1.8138086]
 [1.4079866]
 [1.1963594]
 [1.133799 ]
 [1.2522099]
 [1.259497 ]
 [2.110922 ]
 [3.3184996]
 [4.454333 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
15,1812.1478271484373,309.7388916015625,1829.3095703125,326.19366455078125,15.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([318.958], dtype=float32), np.float32(10.153107)]","[[3.603399 ]
 [2.601825 ]
 [1.7786661]
 [1.4048553]
 [1.1873825]
 [1.1036454]
 [1.3235854]
 [1.2317159]
 [2.0882835]
 [3.252901 ]
 [4.4125705]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
16,1816.921142578125,310.1982421875,1834.5233154296875,327.0168151855469,16.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([311.905], dtype=float32), np.float32(11.841278)]","[[3.5978136]
 [2.5874388]
 [1.7304121]
 [1.3732615]
 [1.166224 ]
 [1.0948621]
 [1.309649 ]
 [1.2104753]
 [2.0803735]
 [3.2703807]
 [4.3647046]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
17,1822.274169921875,310.9530029296875,1839.8709716796875,327.7747497558594,17.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([308.3726], dtype=float32), np.float32(12.905167)]","[[3.5931566]
 [2.6085422]
 [1.6918819]
 [1.3955185]
 [1.1477656]
 [1.1090901]
 [1.2771002]
 [1.1934416]
 [2.0797434]
 [3.253368 ]
 [4.347607 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
18,1825.40576171875,311.2289123535156,1843.996337890625,328.5563659667969,18.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([306.55414], dtype=float32), np.float32(13.3138275)]","[[3.6146214]
 [2.5964458]
 [1.6800281]
 [1.4083264]
 [1.1509328]
 [1.0757476]
 [1.2701657]
 [1.2020775]
 [2.0638702]
 [3.2718782]
 [4.3544283]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
19,1829.6578369140625,311.8323059082031,1848.5882568359373,329.8706970214844,19.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,-1.0,0.0,"[array([304.82312], dtype=float32), np.float32(14.378799)]","[[3.6516972]
 [2.6102064]
 [1.6892723]
 [1.4025666]
 [1.1438736]
 [1.0349913]
 [1.2937003]
 [1.230762 ]
 [2.0806332]
 [3.2828312]
 [4.358496 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
20,1833.4368896484373,312.9109191894531,1853.6834716796875,331.0742492675781,20.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_13-56-25_track_59_cam_0_tracking_10_processado.avi,18123.298828125,0.016936710104346275,"[array([306.71243], dtype=float32), np.float32(13.969864)]","[[3.654019 ]
 [2.6499596]
 [1.7098303]
 [1.4091471]
 [1.1601828]
 [1.0585208]
 [1.2414972]
 [1.2360302]
 [2.091951 ]
 [3.286549 ]
 [4.3724403]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
