,coordinates_x1,coordinates_y1,coordinates_x2,coordinates_y2,current_frame,track_id,video_file,bird_distance,bird_Depth,coefs,ref_depth_values,ref_distance_values,ref_choosen_points,ref_circles,ignore
0,912.7867431640624,363.20611572265625,921.931640625,368.0563049316406,0.0,24.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_12-26-12_track_339_cam_0_tracking_35_processado.avi,-1,0,"[array([341.6227], dtype=float32), np.float32(3.678238)]","[[4.3095417]
 [2.8393588]
 [1.9321234]
 [1.4175556]
 [1.1842774]
 [1.2579843]
 [1.4652572]
 [1.6178354]
 [1.4228202]
 [3.4464555]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
1,1005.9802856445312,247.1475524902344,1013.5443725585938,253.7025451660156,0.0,25.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_12-26-12_track_339_cam_0_tracking_35_processado.avi,-1,0,"[array([341.6227], dtype=float32), np.float32(3.678238)]","[[4.3095417]
 [2.8393588]
 [1.9321234]
 [1.4175556]
 [1.1842774]
 [1.2579843]
 [1.4652572]
 [1.6178354]
 [1.4228202]
 [3.4464555]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
