,coordinates_x1,coordinates_y1,coordinates_x2,coordinates_y2,current_frame,track_id,video_file,bird_distance,bird_Depth,coefs,ref_depth_values,ref_distance_values,ref_choosen_points,ref_circles,ignore
0,1437.970458984375,549.97607421875,1449.721435546875,555.038818359375,0.0,123.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([259.30276], dtype=float32), np.float32(28.201538)]","[[3.1781151 ]
 [2.6693952 ]
 [1.7074049 ]
 [1.1468292 ]
 [0.88130987]
 [1.1395763 ]
 [1.1551837 ]
 [1.1882728 ]
 [2.0475185 ]
 [3.133068  ]
 [3.7574809 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
1,1438.8209228515625,549.9163208007812,1450.1180419921875,554.8571166992188,1.0,123.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([297.23663], dtype=float32), np.float32(15.29335)]","[[3.2868917]
 [2.7043812]
 [1.8761092]
 [1.1649736]
 [1.0258801]
 [1.1056784]
 [1.2502344]
 [1.3434064]
 [2.1419754]
 [3.1332016]
 [3.8882318]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
2,1441.34033203125,549.9880981445312,1452.3057861328125,554.6868286132812,2.0,123.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([296.92172], dtype=float32), np.float32(14.100815)]","[[3.2971065]
 [2.6848056]
 [1.8209356]
 [1.1640241]
 [1.0279133]
 [1.0946519]
 [1.227408 ]
 [1.3406514]
 [2.1079388]
 [3.131335 ]
 [3.8703458]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
3,1442.8172607421875,550.2824096679688,1454.9693603515625,554.9183959960938,3.0,123.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([317.0527], dtype=float32), np.float32(6.3926544)]","[[3.342125 ]
 [2.6765034]
 [1.7129829]
 [1.2254746]
 [1.1112723]
 [1.0517025]
 [1.2682822]
 [1.4702425]
 [2.1474707]
 [3.1154675]
 [3.9371338]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
4,1445.320068359375,550.41455078125,1456.74072265625,555.2388305664062,4.0,123.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([314.41803], dtype=float32), np.float32(6.742691)]","[[3.3013735]
 [2.6727452]
 [1.7102809]
 [1.2168213]
 [1.1180272]
 [1.0434834]
 [1.2392225]
 [1.4543796]
 [2.1342857]
 [3.1210496]
 [3.9301898]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
5,1447.3511962890625,550.8062744140625,1458.326416015625,555.9110107421875,5.0,123.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([319.53537], dtype=float32), np.float32(7.4718323)]","[[3.3582401]
 [2.7234466]
 [1.8511665]
 [1.2471237]
 [1.1356272]
 [1.0500624]
 [1.2579187]
 [1.4787744]
 [2.155654 ]
 [3.1596398]
 [3.9373536]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
6,1448.88134765625,551.03369140625,1459.4581298828125,556.4609985351562,6.0,123.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([323.6539], dtype=float32), np.float32(5.845642)]","[[3.3570547]
 [2.732874 ]
 [1.8836358]
 [1.2544658]
 [1.1515348]
 [1.0559293]
 [1.2621919]
 [1.4768713]
 [2.1393032]
 [3.143335 ]
 [3.8796568]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
7,1450.637939453125,551.1842041015625,1461.417236328125,556.7176513671875,7.0,123.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([317.96945], dtype=float32), np.float32(6.9494934)]","[[3.2712753]
 [2.6622844]
 [1.8799498]
 [1.2413312]
 [1.1521299]
 [1.0391469]
 [1.2190032]
 [1.4692087]
 [2.1060221]
 [3.1168451]
 [4.015657 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
8,112.36143493652344,99.5158233642578,125.28771209716795,107.47044372558594,9.0,129.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_09-36-02_track_284_cam_0_tracking_25_processado.avi,-1,0,"[array([321.66586], dtype=float32), np.float32(6.396927)]","[[3.2991633]
 [2.6733956]
 [1.8735858]
 [1.2482858]
 [1.1261642]
 [1.0764704]
 [1.234328 ]
 [1.4920185]
 [2.1550965]
 [3.161832 ]
 [3.9906816]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
