,coordinates_x1,coordinates_y1,coordinates_x2,coordinates_y2,current_frame,track_id,video_file,bird_distance,bird_Depth,coefs,ref_depth_values,ref_distance_values,ref_choosen_points,ref_circles,ignore
0,1106.4573974609375,560.8148803710938,1117.5010986328125,570.198486328125,0.0,2.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_05-18-48_track_240_cam_0_tracking_3_processado.avi,125.93652,1.6434132,"[array([129.40392], dtype=float32), np.float32(47.19557)]","[[3.1351993 ]
 [1.4903408 ]
 [0.83943063]
 [0.63620204]
 [0.58836025]
 [0.634176  ]
 [0.5806401 ]
 [0.5988072 ]
 [0.9307201 ]
 [1.7241008 ]
 [4.6334124 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,1
1,1106.1844482421875,561.3347778320312,1116.8935546875,570.047607421875,1.0,2.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_05-18-48_track_240_cam_0_tracking_3_processado.avi,121.95793,2.2832246,"[array([188.98212], dtype=float32), np.float32(39.188095)]","[[3.955363  ]
 [1.9970175 ]
 [1.1962559 ]
 [0.8879741 ]
 [0.8081976 ]
 [0.80300957]
 [0.81253636]
 [0.8840934 ]
 [1.3781167 ]
 [2.4082189 ]
 [5.495519  ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,1
2,1106.1112060546875,561.5401611328125,1116.6824951171875,569.9661865234375,2.0,2.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_05-18-48_track_240_cam_0_tracking_3_processado.avi,118.47302,2.644881,"[array([204.12451], dtype=float32), np.float32(41.295822)]","[[4.2907476]
 [2.226515 ]
 [1.3206086]
 [0.9644668]
 [0.8554518]
 [0.8445919]
 [0.8828855]
 [0.9983691]
 [1.6165125]
 [2.7775505]
 [5.9433494]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,1
3,1106.1785888671875,561.6478271484375,1116.4227294921875,569.9078369140625,3.0,2.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_05-18-48_track_240_cam_0_tracking_3_processado.avi,118.95192,2.3605497,"[array([181.02196], dtype=float32), np.float32(42.265564)]","[[3.9045885]
 [1.9795797]
 [1.1517642]
 [0.8557346]
 [0.7818133]
 [0.7720377]
 [0.7892181]
 [0.8654215]
 [1.4092779]
 [2.4782286]
 [5.6037693]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,1
4,1106.325927734375,562.2492065429688,1116.1258544921875,569.8905639648438,4.0,2.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_05-18-48_track_240_cam_0_tracking_3_processado.avi,119.833145,2.085872,"[array([147.11801], dtype=float32), np.float32(49.302444)]","[[3.751934  ]
 [1.7665802 ]
 [0.9858052 ]
 [0.7398269 ]
 [0.70328045]
 [0.6635943 ]
 [0.65952295]
 [0.6829776 ]
 [1.1115481 ]
 [2.180968  ]
 [5.3088984 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,1
5,1106.9869384765625,562.3198852539062,1115.869140625,569.946044921875,5.0,2.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_05-18-48_track_240_cam_0_tracking_3_processado.avi,119.480225,3.097867,"[array([255.2188], dtype=float32), np.float32(37.094894)]","[[4.8968763]
 [2.7725782]
 [1.6922649]
 [1.2378039]
 [1.0818413]
 [0.9841413]
 [1.0519543]
 [1.2336825]
 [1.8761755]
 [3.2011626]
 [6.367142 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,1
6,1107.478271484375,561.5284423828125,1115.4952392578125,569.6903686523438,6.0,2.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_05-18-48_track_240_cam_0_tracking_3_processado.avi,121.55916,3.3215768,"[array([312.64893], dtype=float32), np.float32(27.432495)]","[[5.1741786]
 [3.0340776]
 [1.9365246]
 [1.4501907]
 [1.2774127]
 [1.1522342]
 [1.2470746]
 [1.4600052]
 [2.1132164]
 [3.4341102]
 [6.569817 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,1
