,coordinates_x1,coordinates_y1,coordinates_x2,coordinates_y2,current_frame,track_id,video_file,bird_distance,bird_Depth,coefs,ref_depth_values,ref_distance_values,ref_choosen_points,ref_circles,ignore
0,368.6287231445313,469.7869873046875,399.875732421875,492.0346374511719,0.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,203.82646,1.8880609,"[array([288.28137], dtype=float32), np.float32(51.13997)]","[[4.4559317]
 [3.0335696]
 [2.0226068]
 [1.4014893]
 [1.0095654]
 [1.1653911]
 [1.7916977]
 [2.3537714]
 [2.9416573]
 [4.0456963]
 [5.3635774]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
1,374.8113708496094,465.2443237304688,404.00384521484375,489.08978271484375,1.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,199.53296,2.0374756,"[array([291.24783], dtype=float32), np.float32(56.587524)]","[[4.5486984 ]
 [3.0721703 ]
 [2.3450928 ]
 [1.6924299 ]
 [1.2558156 ]
 [0.94854766]
 [1.9131249 ]
 [2.481038  ]
 [3.023493  ]
 [4.0766487 ]
 [5.2147927 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
2,379.0875244140625,459.8875122070313,407.9624938964844,484.5938415527344,2.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,197.76932,2.051761,"[array([292.25876], dtype=float32), np.float32(55.32643)]","[[4.509381 ]
 [3.0592515]
 [2.2990575]
 [1.6678982]
 [1.3396974]
 [0.9304215]
 [1.8114401]
 [2.4221482]
 [3.0408866]
 [4.068653 ]
 [5.191278 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
3,388.6847229003906,449.042236328125,416.966064453125,474.8444213867188,3.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,194.37271,2.0653872,"[array([281.19034], dtype=float32), np.float32(58.228592)]","[[4.5097575]
 [3.0846756]
 [2.2804375]
 [1.654207 ]
 [1.2914197]
 [0.9039609]
 [1.761856 ]
 [2.3873005]
 [3.0392904]
 [4.0487366]
 [5.176617 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
4,397.5085754394531,441.1329956054688,425.7421569824219,468.484130859375,4.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,264.0365,1.3871784,"[array([292.5346], dtype=float32), np.float32(53.151855)]","[[4.502711  ]
 [3.056268  ]
 [2.2423632 ]
 [1.6740797 ]
 [1.2814486 ]
 [0.93389034]
 [1.7583616 ]
 [2.3527756 ]
 [3.0087812 ]
 [3.9981961 ]
 [5.1676984 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
5,404.0746765136719,436.15228271484375,430.8338928222656,463.8450317382813,5.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,186.51306,2.2688563,"[array([342.53995], dtype=float32), np.float32(35.538345)]","[[4.5065165]
 [3.0953665]
 [2.2743533]
 [1.6736689]
 [1.3056445]
 [1.0880157]
 [1.7907093]
 [2.3956718]
 [3.0098622]
 [4.0326433]
 [5.133915 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
6,413.8004455566406,424.83251953125,440.8530883789063,452.3877258300781,6.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,177.1226,2.4056783,"[array([311.3838], dtype=float32), np.float32(47.685608)]","[[4.4966397 ]
 [3.108695  ]
 [2.3089108 ]
 [1.6981403 ]
 [1.335962  ]
 [0.97932917]
 [1.7888131 ]
 [2.3972886 ]
 [2.9832351 ]
 [4.039275  ]
 [5.092865  ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
7,426.5312194824219,415.3176574707031,453.461181640625,443.5688781738281,7.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,157.6282,2.8011215,"[array([328.29144], dtype=float32), np.float32(40.428192)]","[[4.4398003]
 [3.120412 ]
 [2.2918262]
 [1.6993834]
 [1.3136504]
 [1.0324593]
 [1.7525431]
 [2.3702002]
 [2.9766383]
 [4.035894 ]
 [5.1167006]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
8,434.9151306152344,410.4673461914063,461.0314331054688,439.4386596679688,8.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,169.65326,2.558659,"[array([322.46573], dtype=float32), np.float32(43.62407)]","[[4.4506383]
 [3.1277475]
 [2.317512 ]
 [1.6499817]
 [1.4035978]
 [1.0021517]
 [1.767724 ]
 [2.3835661]
 [2.993853 ]
 [4.0452228]
 [5.1064973]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
9,445.7726135253906,402.8617248535156,471.5539855957031,429.9874877929688,9.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,194.4588,2.1422708,"[array([331.90527], dtype=float32), np.float32(39.527283)]","[[4.4327335]
 [3.1404026]
 [2.3006694]
 [1.6346273]
 [1.4222269]
 [1.0259837]
 [1.7344133]
 [2.3930953]
 [2.9522924]
 [4.031077 ]
 [5.0728984]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
10,459.9052429199219,390.4430236816406,485.3770751953125,418.19244384765625,10.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,152.76947,2.9212525,"[array([365.19632], dtype=float32), np.float32(27.75586)]","[[4.452584 ]
 [3.144618 ]
 [2.2701235]
 [1.6439699]
 [1.4285829]
 [1.1293032]
 [1.7421483]
 [2.428954 ]
 [2.983101 ]
 [4.0374064]
 [5.1118464]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
11,469.6899719238281,383.6805419921875,495.8236083984375,412.7531127929688,11.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,146.42334,3.0397286,"[array([386.67603], dtype=float32), np.float32(19.215927)]","[[4.405409 ]
 [3.1458042]
 [2.2755141]
 [1.670776 ]
 [1.4374309]
 [1.1893111]
 [1.7165017]
 [2.3765712]
 [2.9408596]
 [3.9941583]
 [5.090475 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
12,482.9231262207031,378.10394287109375,506.9049987792969,407.2814331054688,12.0,1.0,./DATASET/results_videos_artigo/10-10-2024/10-10-2024_07-50-59_track_251_cam_0_tracking_9_processado.avi,161.92126,2.8293295,"[array([465.73422], dtype=float32), np.float32(-2.6881409)]","[[4.527566 ]
 [3.2387028]
 [2.343705 ]
 [1.7779932]
 [1.6160718]
 [1.407718 ]
 [1.781086 ]
 [2.4814608]
 [2.924668 ]
 [4.064985 ]
 [5.174418 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
