,coordinates_x1,coordinates_y1,coordinates_x2,coordinates_y2,current_frame,track_id,video_file,bird_distance,bird_Depth,coefs,ref_depth_values,ref_distance_values,ref_choosen_points,ref_circles,ignore
0,1248.1715087890625,925.9651489257812,1266.0855712890625,942.8430786132812,0.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,430.68164,0.6381767,"[array([247.77428], dtype=float32), np.float32(42.428223)]","[[3.8365848]
 [2.7363873]
 [1.7593075]
 [1.3412511]
 [0.8775498]
 [0.8966526]
 [1.1630652]
 [1.6404704]
 [2.2732308]
 [3.1905682]
 [4.6776285]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
1,1241.7095947265625,926.5363159179688,1259.740234375,943.6786499023438,1.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,465.3566,0.6235938,"[array([267.37347], dtype=float32), np.float32(36.59436)]","[[3.9171443]
 [2.76007  ]
 [1.754891 ]
 [1.334552 ]
 [1.0059956]
 [0.890309 ]
 [1.234614 ]
 [1.7402892]
 [2.3797243]
 [3.2815804]
 [4.5097666]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
2,1234.426025390625,927.2377319335938,1251.8079833984375,943.9464111328124,2.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,436.52887,0.67019516,"[array([268.4468], dtype=float32), np.float32(35.978653)]","[[3.8883488 ]
 [2.6913335 ]
 [1.7935406 ]
 [1.3141989 ]
 [0.9872403 ]
 [0.90547746]
 [1.2476232 ]
 [1.7519913 ]
 [2.375348  ]
 [3.2515595 ]
 [4.5537796 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
3,1229.3695068359375,927.8341674804688,1246.582763671875,944.171630859375,3.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,483.01178,0.60439193,"[array([271.11273], dtype=float32), np.float32(34.440704)]","[[3.882096  ]
 [2.7372754 ]
 [1.773804  ]
 [1.352671  ]
 [0.97621244]
 [0.92967385]
 [1.21466   ]
 [1.7073544 ]
 [2.3658125 ]
 [3.2313128 ]
 [4.5981917 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
4,1221.7984619140625,928.5917358398438,1238.8184814453125,944.5626831054688,4.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,464.76715,0.5865625,"[array([246.43344], dtype=float32), np.float32(44.63556)]","[[4.030464  ]
 [2.761982  ]
 [1.8079348 ]
 [1.3332716 ]
 [0.94142747]
 [0.83538365]
 [1.1860182 ]
 [1.6772667 ]
 [2.3590994 ]
 [3.2400181 ]
 [4.455944  ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
5,1213.8927001953125,929.06396484375,1230.1368408203125,945.079833984375,5.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,408.2309,0.71325326,"[array([264.51807], dtype=float32), np.float32(37.369537)]","[[4.0462437 ]
 [2.7732122 ]
 [1.8297904 ]
 [1.3255873 ]
 [0.99456817]
 [0.88608027]
 [1.2164954 ]
 [1.6712852 ]
 [2.3409805 ]
 [3.2557633 ]
 [4.4521465 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
6,1208.4132080078125,929.1834716796876,1225.3082275390625,945.697998046875,6.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,395.30206,0.73013073,"[array([259.6115], dtype=float32), np.float32(39.733566)]","[[4.0003433]
 [2.7563672]
 [1.8266063]
 [1.3853343]
 [0.9977954]
 [0.8575889]
 [1.1996173]
 [1.6706232]
 [2.3274102]
 [3.2433863]
 [4.4913006]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
7,1201.4239501953125,929.7579956054688,1217.98291015625,946.1083374023438,7.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,313.94183,1.0069089,"[array([285.98004], dtype=float32), np.float32(29.924026)]","[[3.9303162 ]
 [2.7426689 ]
 [1.8017637 ]
 [1.4854025 ]
 [0.9982749 ]
 [0.96740603]
 [1.2619973 ]
 [1.708688  ]
 [2.270771  ]
 [3.2668612 ]
 [4.554055  ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
8,1193.6864013671875,930.6721801757812,1209.4090576171875,946.332763671875,8.0,2.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,319.13895,0.9705091,"[array([282.64746], dtype=float32), np.float32(27.90268)]","[[3.8896875 ]
 [2.699704  ]
 [1.7712557 ]
 [1.3736873 ]
 [1.0003359 ]
 [0.95269203]
 [1.2185495 ]
 [1.6750045 ]
 [2.202383  ]
 [3.2035885 ]
 [4.4394917 ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
9,631.5116577148438,926.4757690429688,646.7049560546875,939.5127563476562,18.0,4.0,./DATASET/results_videos_artigo/14-10-2024/14-10-2024_11-43-02_track_43_cam_0_tracking_8_processado.avi,405.6437,0.7483186,"[array([277.20798], dtype=float32), np.float32(35.202576)]","[[3.9252415 ]
 [2.7059402 ]
 [1.991247  ]
 [1.5167518 ]
 [1.2541785 ]
 [0.89150625]
 [1.09659   ]
 [1.6077584 ]
 [2.1832144 ]
 [3.3216615 ]
 [4.627063  ]]","[ 97.03452097 132.67746731 182.81089    238.42127226 296.38054131
 325.82715964 267.20685889 210.19780552 156.71269605 112.05005222
  90.47079257]",[],10-10-2024_09-02-35_track_275_cam_0.png,0
